id,log,seen,semantic_template,template,valid,predict
22,MRAppMaster metrics system started,False,MRAppMaster metrics system started,MRAppMaster metrics system started,True,MRAppMaster metrics system started
23,Adding job token for job_1445144423722_0020 to jobTokenSecretManager,False,Adding job token for {job_id} to {manager},Adding job token for <*> to jobTokenSecretManager,True,Adding job token for <*> to <*>
24,Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;,False,Not uberizing job_{job_id} because: {reason_1}; {reason_2}; {reason_3};,Not uberizing <*> because: not enabled; too many maps; too much input;,True,Not uberizing job_<*> because: <*>; <*>; <*>;
25,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,False,Input size for job {job_id} = {input_size}. Number of splits = {number_of_splits},Input size for job <*> = <*>. Number of splits = <*>,True,Input size for job <*> = <*>. Number of splits = <*>
26,Number of reduces for job job_1445144423722_0020 = 1,False,Number of reduces for job {job_id} = {number},Number of reduces for job <*> = <*>,True,Number of reduces for job <*> = <*>
27,job_1445144423722_0020Job Transitioned from NEW to INITED,False,job_{job_id}Job Transitioned from {old_state} to {new_state},<*> Transitioned from NEW to INITED,True,job_<*>Job Transitioned from <*> to <*>
28,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.",False,"MRAppMaster launching normal, non-uberized, multi-container job job_{job_id}.","MRAppMaster launching normal, non-uberized, multi-container job <*>.",True,"MRAppMaster launching normal, non-uberized, multi-container job job_<*>."
29,Using callQueue class java.util.concurrent.LinkedBlockingQueue,False,Using {variable_name} {variable_name}.,Using callQueue class java.util.concurrent.LinkedBlockingQueue,True,Using <*> <*>.
30,Starting Socket Reader #1 for port 62260,False,Starting Socket Reader #{reader_number} for port {port_number},Starting Socket Reader #<*> for port <*>,True,Starting Socket Reader #<*> for port <*>
31,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,False,Adding protocol {protocol_name} to the server,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,True,Adding protocol <*> to the server
32,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,False,Instantiated MRClientService at {hostname}/{ip}:{port},Instantiated MRClientService at MININT-<*>/<*>:<*>,True,Instantiated MRClientService at <*>/<*>:<*>
33,IPC Server Responder: starting,False,IPC Server Responder: {action},IPC Server Responder: starting,True,IPC Server Responder: <*>
34,IPC Server listener on 62260: starting,False,IPC Server listener on {port}: starting,IPC Server listener on <*>: starting,True,IPC Server listener on <*>: starting
35,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,False,Logging to {logger} via {adapter},Logging to <*>(org.mortbay.log) via <*>,True,Logging to <*> via <*>
36,Http request log for http.requests.mapreduce is not defined,False,Http request log for {http.requests.mapreduce} is not defined,Http request log for http.requests.mapreduce is not defined,True,Http request log for <*> is not defined
37,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),False,Added global filter '{filter_name}' (class={class_name}),Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),True,Added global filter '<*>' (class=<*>)
38,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,False,Added filter {filter_name} (class={class_name}) to context {context},Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,True,Added filter <*> (class=<*>) to context <*>
39,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,False,Added filter {filter_name} (class={class_name}) to context {context},Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,True,Added filter <*> (class=<*>) to context <*>
40,adding path spec: /mapreduce/*,False,adding path spec: {path_spec},adding path spec: <*>,True,adding path spec: <*>
41,adding path spec: /ws/*,False,adding path spec: {path_spec},adding path spec: <*>,True,adding path spec: <*>
42,Jetty bound to port 62267,False,Jetty bound to port {port_number},Jetty bound to port <*>,True,Jetty bound to port <*>
43,jetty-6.1.26,False,jetty-{version},jetty-<*>,True,jetty-<*>
44,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,False,Extract jar:file:{path_to_jar} to {destination_path},Extract jar:file:<*> to <*>,True,Extract jar:file:<*> to <*>
45,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,False,Started HttpServer2$SelectChannelConnectorWithSafeStartup@{ip_address}:{port},Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:<*>,True,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:<*>
46,Web app /mapreduce started at 62267,False,Web app /mapreduce started at {port_number},Web app <*> started at <*>,True,Web app /mapreduce started at <*>
47,Registered webapp guice modules,False,Registered webapp guice modules,Registered webapp guice modules,True,Registered webapp guice modules
48,Using callQueue class java.util.concurrent.LinkedBlockingQueue,False,Using {variable_name} {variable_name}.,Using callQueue class java.util.concurrent.LinkedBlockingQueue,True,Using <*> <*>.
49,JOB_CREATE job_1445144423722_0020,False,JOB_CREATE {job_id},JOB_CREATE <*>,True,JOB_CREATE <*>
50,nodeBlacklistingEnabled:true,False,nodeBlacklistingEnabled:{boolean},nodeBlacklistingEnabled:<*>,True,nodeBlacklistingEnabled:<*>
51,maxTaskFailuresPerNode is 3,False,maxTaskFailuresPerNode is {number},maxTaskFailuresPerNode is <*>,True,maxTaskFailuresPerNode is <*>
52,blacklistDisablePercent is 33,False,{blacklistDisablePercent} is {value},blacklistDisablePercent is <*>,True,<*> is <*>
53,Starting Socket Reader #1 for port 62270,False,Starting Socket Reader #{reader_number} for port {port_number},Starting Socket Reader #<*> for port <*>,True,Starting Socket Reader #<*> for port <*>
54,IPC Server listener on 62270: starting,False,IPC Server listener on {port}: starting,IPC Server listener on <*>: starting,True,IPC Server listener on <*>: starting
55,IPC Server Responder: starting,False,IPC Server Responder: {action},IPC Server Responder: starting,True,IPC Server Responder: <*>
57,"maxContainerCapability: <memory:8192, vCores:32>",False,"maxContainerCapability: <memory:{memory}, vCores:{vCores}>","maxContainerCapability: <memory:<*>, vCores:<*>",True,"maxContainerCapability: <memory:<*>, vCores:<*>>"
58,queue: default,False,queue: {queue_name},queue: default,True,queue: <*>
59,Upper limit on the thread pool size is 500,False,Upper limit on the thread pool size is {limit},Upper limit on the thread pool size is <*>,True,Upper limit on the thread pool size is <*>
60,yarn.client.max-cached-nodemanagers-proxies : 0,False,{yarn.client.max-cached-nodemanagers-proxies} : {value},yarn.client.max-cached-nodemanagers-proxies : <*>,True,<*> : <*>
61,job_1445144423722_0020Job Transitioned from INITED to SETUP,False,job_{job_id}Job Transitioned from {old_state} to {new_state},<*> Transitioned from INITED to SETUP,True,job_<*>Job Transitioned from <*> to <*>
62,Processing the event EventType: JOB_SETUP,False,Processing the event EventType: {event_type},Processing the event EventType: JOB_SETUP,True,Processing the event EventType: <*>
63,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,False,job_{job_id}Job Transitioned from {old_state} to {new_state},<*> Transitioned from SETUP to RUNNING,True,job_<*>Job Transitioned from <*> to <*>
64,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
65,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
66,task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
67,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
68,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
69,task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
70,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
71,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
72,task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
73,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
74,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
75,task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
76,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
77,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
78,task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
79,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
80,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
81,task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
82,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
83,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
84,task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
85,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
86,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
87,task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
88,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
89,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
90,task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
91,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
92,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
93,task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
94,task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,False,{task_id} Task Transitioned from {old_state} to {new_state},<*> Task Transitioned from NEW to SCHEDULED,True,<*> Task Transitioned from <*> to <*>
95,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
96,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
97,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
98,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
99,attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
100,attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
101,attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
102,attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
103,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
104,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
105,attempt_1445144423722_0020_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from NEW to UNASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
106,"mapResourceRequest:<memory:1024, vCores:1>",False,"mapResourceRequest:<memory:{memory}, vCores:{vCores}>","mapResourceRequest:<memory:<*>, vCores:<*>",True,"mapResourceRequest:<memory:<*>, vCores:<*>>"
107,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",False,"Event Writer setup for JobId: {job_id}, File: {file_path}","Event Writer setup for JobId: <*>, File: hdfs://<*>",True,"Event Writer setup for JobId: <*>, File: <*>"
108,"reduceResourceRequest:<memory:1024, vCores:1>",False,"reduceResourceRequest:<memory:{memory}, vCores:{vCores}>","reduceResourceRequest:<memory:<*>, vCores:<*>",True,"reduceResourceRequest:<memory:<*>, vCores:<*>>"
109,Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0,False,Before Scheduling: PendingReds:{PendingReds} ScheduledMaps:{ScheduledMaps} ScheduledReds:{ScheduledReds} AssignedMaps:{AssignedMaps} AssignedReds:{AssignedReds} CompletedMaps:{CompletedMaps} CompletedReds:{CompletedReds} ContAlloc:{ContAlloc} ContRel:{ContRel} HostLocal:{HostLocal} RackLocal:{RackLocal},Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,True,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
110,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4",False,"getResources() for application_{application_id}: ask={ask} release={release} newContainers={newContainers} finishedContainers={finishedContainers} resourcelimit=<memory:{memory}, vCores:{vCores}> knownNMs={knownNMs}","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",True,"getResources() for application_<*>: ask=<*> release=<*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
111,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",False,"Recalculating schedule, headroom=<memory:{memory_value}, vCores:{vCores_value}>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>",True,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
112,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,False,Reduce slow start threshold not met. completedMapsForReduceSlowstart {number},Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,True,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
113,"Recalculating schedule, headroom=<memory:10240, vCores:-17>",False,"Recalculating schedule, headroom=<memory:{memory_value}, vCores:{vCores_value}>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>",True,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
114,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,False,Reduce slow start threshold not met. completedMapsForReduceSlowstart {number},Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,True,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
115,Got allocated containers 1,False,Got allocated containers {number},Got allocated containers <*>,True,Got allocated containers <*>
116,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
117,Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,False,Assigned container {container_id} to {attempt_id},Assigned container <*> to <*>,True,Assigned container <*> to <*>
118,"Recalculating schedule, headroom=<memory:8192, vCores:-19>",False,"Recalculating schedule, headroom=<memory:{memory_value}, vCores:{vCores_value}>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>",True,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
119,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,False,Reduce slow start threshold not met. completedMapsForReduceSlowstart {number},Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,True,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
120,After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,False,After Scheduling: PendingReds:{PendingReds} ScheduledMaps:{ScheduledMaps} ScheduledReds:{ScheduledReds} AssignedMaps:{AssignedMaps} AssignedReds:{AssignedReds} CompletedMaps:{CompletedMaps} CompletedReds:{CompletedReds} ContAlloc:{ContAlloc} ContRel:{ContRel} HostLocal:{HostLocal} RackLocal:{RackLocal},After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,True,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
121,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,False,Resolved {hostname} to {path},Resolved <*> to <*>,True,Resolved <*> to <*>
122,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,False,The job-jar file on the remote FS is {remote_FS}/tmp/{directory}/{user}/.staging/{job_id}/{job_file},The job-jar file on the remote FS is hdfs://<*>,True,The job-jar file on the remote FS is <*>/tmp/<*>/<*>/.staging/<*>/<*>
123,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,False,The job-conf file on the remote FS is {file_path},The job-conf file on the remote FS is <*>,True,The job-conf file on the remote FS is <*>
124,Adding #0 tokens and #1 secret keys for NM use for launching container,False,Adding {number_of_tokens} tokens and {number_of_secret_keys} secret keys for NM use for launching container,Adding #<*> tokens and #<*> secret keys for NM use for launching container,True,Adding <*> tokens and <*> secret keys for NM use for launching container
125,Size of containertokens_dob is 1,False,Size of {container_name} is {size},Size of containertokens_dob is <*>,True,Size of <*> is <*>
126,Putting shuffle token in serviceData,False,Putting shuffle token in serviceData,Putting shuffle token in serviceData,True,Putting shuffle token in serviceData
127,attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,False,{task_attempt} TaskAttempt Transitioned from {state1} to {state2},<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,True,<*> TaskAttempt Transitioned from <*> to <*>
