id,log,seen,semantic_template,template,valid,predict
89,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
90,calculateCaloriesWithCache totalCalories=127011,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
91,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
92,REPORT : 7018 5010 150325 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
94,onExtend:1514038536000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
95,getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
96,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
97,calculateCaloriesWithCache totalCalories=127032,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
98,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
99,REPORT : 7019 5011 150346 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
101,onExtend:1514038537000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
102,getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
103,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
104,calculateCaloriesWithCache totalCalories=127054,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
105,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
106,REPORT : 7020 5012 150368 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
108,onExtend:1514038538000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
109,getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
110,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
111,calculateCaloriesWithCache totalCalories=127075,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
112,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
113,REPORT : 7021 5012 150389 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
115,onExtend:1514038538000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
116,getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
117,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
118,calculateCaloriesWithCache totalCalories=127097,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
119,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
120,REPORT : 7022 5013 150411 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
122,onExtend:1514038539000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
123,getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
124,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
125,calculateCaloriesWithCache totalCalories=127118,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
126,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
127,REPORT : 7023 5014 150432 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
129,onExtend:1514038539000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
130,getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
131,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
132,calculateCaloriesWithCache totalCalories=127139,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
133,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
134,REPORT : 7024 5015 150454 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
136,onExtend:1514038540000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
137,getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
138,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
139,calculateCaloriesWithCache totalCalories=127161,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
140,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
141,REPORT : 7025 5015 150475 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
143,onExtend:1514038541000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
144,getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
145,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
146,calculateCaloriesWithCache totalCalories=127182,False,calculateCaloriesWithCache totalCalories={totalCalories},calculateCaloriesWithCache totalCalories=<*>,True,calculateCaloriesWithCache totalCalories=<*>
147,calculateAltitudeWithCache totalAltitude=240,False,calculateAltitudeWithCache totalAltitude={totalAltitude},calculateAltitudeWithCache totalAltitude=<*>,True,calculateAltitudeWithCache totalAltitude=<*>
148,REPORT : 7026 5016 150496 240,False,REPORT : {variable1} {variable2} {variable3} {variable4},REPORT : <*> <*> <*> <*>,True,REPORT : <*> <*> <*> <*>
150,onExtend:1514038541000 1 0 4,False,onExtend:{timestamp} {value1} {value2} {value3},onExtend:<*> <*> <*> <*>,True,onExtend:<*> <*> <*> <*>
151,getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,False,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5},getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,True,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
152,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,False,setTodayTotalDetailSteps={timestamp}##{user_id}##{step_count}##{unknown_1}##{unknown_2}##{unknown_3},setTodayTotalDetailSteps=<*>,True,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
