id,log,seen,semantic_template,template,valid,predict
14,AppleCamIn::systemWakeCall - messageType = 0xE0000340,False,AppleCamIn::systemWakeCall - messageType = {messageType},AppleCamIn::systemWakeCall - messageType = <*>,True,AppleCamIn::systemWakeCall - messageType = <*>
15,"setting hostname to ""authorMacBook-Pro.local""",False,"setting hostname to ""{hostname}""","setting hostname to ""<*>""",True,"setting hostname to ""<*>"""
16,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 439034 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
17,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,False,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams {number},CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,True,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
18,[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,False,[09:21:58.929] <<<< CRABS >>>> {variable_name}: [{variable_name}] {variable_name} reports host available again.,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,True,[09:21:58.929] <<<< CRABS >>>> <*>: [<*>] <*> reports host available again.
19,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2450 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
20,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,False,IO80211AWDLPeerManager::setAwdlAutoMode {action} {status},<*>::setAwdlAutoMode Resuming AWDL,True,IO80211AWDLPeerManager::setAwdlAutoMode <*> <*>
21,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,False,AirPort: Link Down on {interface}. Reason {reason_code} ({reason_description}).,AirPort: Link Down on awdl0. Reason <*> (Unspecified).,True,AirPort: Link Down on <*>. Reason <*> (<*>).
22,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,False,IOThunderboltSwitch<{variable_1}>({variable_2})::listenerCallback - Thunderbolt HPD packet for route = {variable_3} port = {variable_4} unplug = {variable_5},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
23,"PM response took 2010 ms (54, powerd)",False,"PM response took {response_time} ms ({id}, {process_name})","PM response took <*> ms (<*>, powerd)",True,"PM response took <*> ms (<*>, <*>)"
24,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
25,"ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",False,"ARPT: {timestamp}: {interface}: Roamed or switched channel, reason #{reason}, bssid {bssid}, last RSSI {rssi}","ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*>:<*>, last RSSI <*>",True,"ARPT: <*>: <*>: Roamed or switched channel, reason #<*>, bssid <*>, last RSSI <*>"
26,"ARPT: 621145.554555: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': 0,",False,"ARPT: {timestamp}: IOPMPowerSource Information: {sleep_state}, SleepType: {sleep_type}, 'ExternalConnected': {external_connected}, 'TimeRemaining': {time_remaining},","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,",True,"ARPT: <*>: IOPMPowerSource Information: <*>, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>,"
27,"ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096",False,"ARPT: {timestamp}: {interface}: {function}: Original Seq: {original_seq}, Ack: {ack}, Win size: {win_size}","ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",True,"ARPT: <*>: <*>: <*>: Original Seq: <*>, Ack: <*>, Win size: <*>"
28,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,False,[nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from {old_ifstate} to {new_ifstate}],<*> successfully changed NAT64 ifstate from <*> to <*>,False,[nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>]
29,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
30,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
31,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",False,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode({boolean})","<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)",True,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)"
32,"network_reachability_changed : network is not reachable, netbiosd is shutting down",False,"network_reachability_changed : {network_status}, {service_name} is {action}","network_reachability_changed : network is not reachable, netbiosd is shutting down",True,"network_reachability_changed : <*>, <*> is <*>"
33,CCFile::captureLogRun() Exiting CCFile::captureLogRun,False,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,True,CCFile::captureLogRun() Exiting CCFile::captureLogRun
34,Thermal pressure state: 1 Memory pressure state: 0,False,Thermal pressure state: {thermal_pressure} Memory pressure state: {memory_pressure},Thermal pressure state: <*> Memory pressure state: <*>,True,Thermal pressure state: <*> Memory pressure state: <*>
35,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
36,com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,False,{process_name}({pid}) deny network-outbound {file_path},<*>(<*>) deny network-outbound <*>,True,<*>(<*>) deny network-outbound <*>
37,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,False,IO80211AWDLPeerManager::setAwdlAutoMode {action} {status},<*>::setAwdlAutoMode Resuming AWDL,True,IO80211AWDLPeerManager::setAwdlAutoMode <*> <*>
38,ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,False,ARPT: {timestamp}: {interface}: MDNS: IPV6 Addr: {ipv6_address},ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,True,ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
39,AirPort: Link Up on en0,False,AirPort: Link Up on {interface},AirPort: Link Up on en0,True,AirPort: Link Up on <*>
40,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
41,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
42,Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,False,Sandbox: {app_name}({pid}) deny({deny_code}) {direction} {path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,Sandbox: <*>(<*>) deny(<*>) <*> <*>
43,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),False,mDNS_DeregisterInterface: Frequent transitions for interface {interface_name} ({ip_address}),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),True,mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
44,ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],False,ARPT: {timestamp}: {component}::{method}: WWEN[{state}],ARPT: <*>: <*>::platformWoWEnable: WWEN[enable],True,ARPT: <*>: <*>::<*>: WWEN[<*>]
45,AirPort: Link Up on awdl0,False,AirPort: Link Up on {interface},AirPort: Link Up on awdl0,True,AirPort: Link Up on <*>
46,AppleCamIn::systemWakeCall - messageType = 0xE0000340,False,AppleCamIn::systemWakeCall - messageType = {messageType},AppleCamIn::systemWakeCall - messageType = <*>,True,AppleCamIn::systemWakeCall - messageType = <*>
47,ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,False,ARPT: {timestamp}: {interface}: MDNS: IPV6 Addr: {ipv6_address},ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,True,ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
48,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,False,AppleThunderboltGenericHAL::earlyWake - complete - took {time} milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,True,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
49,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
50,mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),False,mDNS_DeregisterInterface: Frequent transitions for interface {interface_name} ({ip_address}),mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),True,mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
51,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,False,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {retries},<*>::<*> - retries = <*>,True,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
52,"ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278",False,"ARPT: {timestamp}: {interface}: {function}: Updated seq/ack/win from {client} Seq {seq_number}, Ack {ack_number}, Win size {win_size}","ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",True,"ARPT: <*>: <*>: <*>: Updated seq/ack/win from <*> Seq <*>, Ack <*>, Win size <*>"
53,ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],False,ARPT: {timestamp}: AirPort_Brcm43xx::syncPowerState: WWEN[{state}],ARPT: <*>: <*>::syncPowerState: WWEN[enabled],True,ARPT: <*>: AirPort_Brcm43xx::syncPowerState: WWEN[<*>]
54,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,False,IOThunderboltSwitch<{variable_1}>({variable_2})::listenerCallback - Thunderbolt HPD packet for route = {variable_3} port = {variable_4} unplug = {variable_5},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
55,ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],False,ARPT: {timestamp}: {component}::{method}: WWEN[{state}],ARPT: <*>: <*>::platformWoWEnable: WWEN[disable],True,ARPT: <*>: <*>::<*>: WWEN[<*>]
56,en0::IO80211Interface::postMessage bssid changed,False,en0::IO80211Interface::postMessage {variable_name} changed,<*>::<*>::postMessage bssid changed,True,en0::IO80211Interface::postMessage <*> changed
57,ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,False,ARPT: {timestamp}: ARPT: Wake Reason: {wake_reason},ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload,True,ARPT: <*>: ARPT: Wake Reason: <*>
58,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,False,{variable_name}-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value {variable_name},<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,True,<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
59,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
60,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
61,Thermal pressure state: 0 Memory pressure state: 0,False,Thermal pressure state: {thermal_pressure} Memory pressure state: {memory_pressure},Thermal pressure state: <*> Memory pressure state: <*>,True,Thermal pressure state: <*> Memory pressure state: <*>
62,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
63,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
64,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,False,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = {intel_rp} dlla_reporting_supported = {dlla_reporting_supported},<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,True,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>
65,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,False,IO80211AWDLPeerManager::setAwdlAutoMode {action} {status},<*>::setAwdlAutoMode Resuming AWDL,True,IO80211AWDLPeerManager::setAwdlAutoMode <*> <*>
66,mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F),False,mDNS_RegisterInterface: Frequent transitions for interface {interface_name} ({ipv6_address}),mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),True,mDNS_RegisterInterface: Frequent transitions for interface <*> (<*>)
67,AppleCamIn::wakeEventHandlerThread,False,AppleCamIn::{function_name},AppleCamIn::wakeEventHandlerThread,True,AppleCamIn::<*>
68,AirPort: Link Up on en0,False,AirPort: Link Up on {interface},AirPort: Link Up on en0,True,AirPort: Link Up on <*>
69,Thermal pressure state: 1 Memory pressure state: 0,False,Thermal pressure state: {thermal_pressure} Memory pressure state: {memory_pressure},Thermal pressure state: <*> Memory pressure state: <*>,True,Thermal pressure state: <*> Memory pressure state: <*>
70,"ARPT: 621686.164365: wl0: setup_keepalive: Local port: 62614, Remote port: 443",False,"ARPT: {timestamp}: {interface}: setup_keepalive: Local port: {local_port}, Remote port: {remote_port}","ARPT: <*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",True,"ARPT: <*>: <*>: setup_keepalive: Local port: <*>, Remote port: <*>"
71,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,False,{variable_name}-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value {variable_name},<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,True,<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
72,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,False,[nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from {old_ifstate} to {new_ifstate}],<*> successfully changed NAT64 ifstate from <*> to <*>,False,[nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>]
73,ARPT: 621738.114066: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],False,ARPT: {timestamp}: {component}::{method}: WWEN[{state}],ARPT: <*>: <*>::platformWoWEnable: WWEN[enable],True,ARPT: <*>: <*>::<*>: WWEN[<*>]
74,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),False,-[UABestAppSuggestionManager notifyBestAppChanged:type:{type}:bundleIdentifier:{bundleIdentifier}:activityType:{activityType}:dynamicIdentifier:{dynamicIdentifier}:when:{when}:confidence:{confidence}:deviceName:{deviceName}:deviceIdentifier:{deviceIdentifier}:deviceType:{deviceType}:] (null) UASuggestedActionType={UASuggestedActionType} (null)/(null) opts=(null) when={when} confidence={confidence} from=(null)/(null) ({file} # {line}),-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>,False,-[UABestAppSuggestionManager notifyBestAppChanged:type:<*>:bundleIdentifier:<*>:activityType:<*>:dynamicIdentifier:<*>:when:<*>:confidence:<*>:deviceName:<*>:deviceIdentifier:<*>:deviceType:<*>:] (null) UASuggestedActionType=<*> (null)/(null) opts=(null) when=<*> confidence=<*> from=(null)/(null) (<*> # <*>)
75,en0: channel changed to 1,False,{interface}: channel changed to {channel_number},en0: channel changed to <*>,True,<*>: channel changed to <*>
76,ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,False,ARPT: {timestamp}: AQM agg results {result_code} len hi/lo: {len_hi} {len_lo} BAbitmap(0-3) {bitmap_0} {bitmap_1} {bitmap_2} {bitmap_3},ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,True,ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(0-3) <*> <*> <*> <*>
78,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10602 seconds. Ignoring.",False,"{process_name}: {event_description}; however, but the start time isn't for {time_duration} seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,"<*>: <*>; however, but the start time isn't for <*> seconds. Ignoring."
79,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,False,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from {old_mode} to {new_mode},<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,True,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>
80,Unrecognized attribute value: t:AbchPersonItemType,False,Unrecognized attribute value: {variable_name},Unrecognized attribute value: t:AbchPersonItemType,True,Unrecognized attribute value: <*>
81,AppleCamIn::systemWakeCall - messageType = 0xE0000340,False,AppleCamIn::systemWakeCall - messageType = {messageType},AppleCamIn::systemWakeCall - messageType = <*>,True,AppleCamIn::systemWakeCall - messageType = <*>
82,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,False,Sandbox: {app_name}({pid}) deny({deny_code}) {direction} {path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,Sandbox: <*>(<*>) deny(<*>) <*> <*>
83,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,False,Sandbox: {app_name}({pid}) deny({deny_code}) {direction} {path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,Sandbox: <*>(<*>) deny(<*>) <*> <*>
