id,log,seen,semantic_template,template,valid,predict
11,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net user=root,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost} user={user},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
12,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net user=root,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost} user={user},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
13,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net user=root,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost} user={user},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
14,session opened for user cyrus by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
16,ALERT exited abnormally with [1],False,ALERT exited abnormally with [{exit_code}],ALERT exited abnormally with [<*>],True,ALERT exited abnormally with [<*>]
17,session opened for user news by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
19,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
21,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
22,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
23,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
24,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
25,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
26,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
27,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
28,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
29,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
30,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
31,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
33,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
34,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
35,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
36,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
37,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
38,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
39,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
40,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
41,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
42,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
43,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
44,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
45,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
46,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
47,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
48,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
49,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
51,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
52,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
53,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
54,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
55,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
56,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
57,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
58,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
59,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
60,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
61,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
62,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
63,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
64,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
65,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
66,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
67,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
68,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
69,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
70,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
71,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
72,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
73,session opened for user cyrus by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
75,ALERT exited abnormally with [1],False,ALERT exited abnormally with [{exit_code}],ALERT exited abnormally with [<*>],True,ALERT exited abnormally with [<*>]
76,session opened for user news by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
78,session opened for user cyrus by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
80,ALERT exited abnormally with [1],False,ALERT exited abnormally with [{exit_code}],ALERT exited abnormally with [<*>],True,ALERT exited abnormally with [<*>]
81,session opened for user news by (uid=0),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
83,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
84,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
85,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
86,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
87,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
88,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
89,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
90,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
91,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253 user=guest,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
92,session opened for user test by (uid=509),False,session opened for user {user} by (uid={uid}),session opened for user <*> by (uid=<*>),True,session opened for user <*> by (uid=<*>)
94,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
95,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
96,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
97,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
98,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
99,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
100,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
101,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
102,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
103,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
104,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
105,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
106,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
107,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
108,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
109,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
110,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
111,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
112,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
113,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
114,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
115,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
116,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
117,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
118,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
119,check pass; user unknown,False,check pass; user {username},check pass; user unknown,True,check pass; user <*>
120,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,False,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>,True,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
121,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
122,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
123,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
124,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
125,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
126,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
127,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,False,connection from {ip_address} ({hostname}) at {timestamp},connection from <*> at <*>,True,connection from <*> (<*>) at <*>
