id,log,seen,semantic_template,template,valid,predict
22,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,False,{component}<{instance}>({memory_address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,<*><<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
23,"PM response took 2010 ms (54, powerd)",False,"{pm_response_time} ms ({pm_response_value}, {process_name})","PM response took <*> ms (<*>, powerd)",True,"<*> ms (<*>, <*>)"
24,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
25,"ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*>:<*>, last RSSI <*>",True,<*>: <*> <*>: <*>
26,"ARPT: 621145.554555: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': 0,",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,",True,<*>: <*> <*>: <*>
27,"ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",True,<*>: <*> <*>: <*>
28,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,False,{nw_nat64_post_new_ifstate} successfully changed NAT64 ifstate from {ifstate_value_1} to {ifstate_value_2},<*> successfully changed NAT64 ifstate from <*> to <*>,True,<*> successfully changed NAT64 ifstate from <*> to <*>
29,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
30,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
31,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",False,"{IO80211AWDLPeerManager::setAwdlSuspendedMode()} Suspending AWDL, enterQuietMode({boolean})","<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)",True,"<*> Suspending AWDL, enterQuietMode(<*>)"
32,"network_reachability_changed : network is not reachable, netbiosd is shutting down",False,"{network_reachability_state} : {network_reachability_value}, {service_name} is {service_state}","network_reachability_changed : network is not reachable, netbiosd is shutting down",True,"<*> : <*>, <*> is <*>"
33,CCFile::captureLogRun() Exiting CCFile::captureLogRun,False,{CCFile::captureLogRun()} Exiting {CCFile::captureLogRun},CCFile::captureLogRun() Exiting CCFile::captureLogRun,True,<*> Exiting <*>
34,Thermal pressure state: 1 Memory pressure state: 0,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},Thermal pressure state: <*> Memory pressure state: <*>,True,<*>: <*> <*>: <*>
35,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
36,com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},<*>(<*>) deny network-outbound <*>,True,<*>(<*>) <*> <*> <*>
37,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,False,{IO80211AWDLPeerManager::setAwdlAutoMode} Resuming AWDL,<*>::setAwdlAutoMode Resuming AWDL,True,<*> Resuming AWDL
38,ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,True,<*>: <*> <*>: <*>
39,AirPort: Link Up on en0,False,{previous_sleep_cause}: {sleep_cause_value},AirPort: Link Up on en0,True,<*>: <*>
40,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
41,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
42,Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,<*>(<*>) <*> <*> <*>
43,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),False,{mDNS_DeregisterInterface}: Frequent transitions for interface {interface_name} ({interface_address}),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),True,<*>: Frequent transitions for interface <*> (<*>)
44,ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: <*>::platformWoWEnable: WWEN[enable],True,<*>: <*> <*>: <*>
45,AirPort: Link Up on awdl0,False,{previous_sleep_cause}: {sleep_cause_value},AirPort: Link Up on awdl0,True,<*>: <*>
46,AppleCamIn::systemWakeCall - messageType = 0xE0000340,False,{component}::{function} - {parameter} = {value},AppleCamIn::systemWakeCall - messageType = <*>,True,<*>::<*> - <*> = <*>
47,ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,True,<*>: <*> <*>: <*>
48,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,False,{component}::{function},AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,True,<*>::<*>
49,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
50,mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),False,{mDNS_DeregisterInterface}: Frequent transitions for interface {interface_name} ({interface_address}),mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),True,<*>: Frequent transitions for interface <*> (<*>)
51,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,False,{component}::{function} - {parameter} = {value},<*>::<*> - retries = <*>,True,<*>::<*> - <*> = <*>
52,"ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",True,<*>: <*> <*>: <*>
53,ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: <*>::syncPowerState: WWEN[enabled],True,<*>: <*> <*>: <*>
54,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,False,{component}<{instance}>({memory_address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,<*><<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
55,ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: <*>::platformWoWEnable: WWEN[disable],True,<*>: <*> <*>: <*>
56,en0::IO80211Interface::postMessage bssid changed,False,{en0::IO80211Interface::postMessage} bssid changed,<*>::<*>::postMessage bssid changed,True,<*> bssid changed
57,ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload,True,<*>: <*> <*>: <*>
58,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,False,{event_description} unexpected switch value {switch_value},<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,True,<*> unexpected switch value <*>
59,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
60,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
61,Thermal pressure state: 0 Memory pressure state: 0,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},Thermal pressure state: <*> Memory pressure state: <*>,True,<*>: <*> <*>: <*>
62,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
63,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
64,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,False,{component}::{function} - {parameter} = {value},<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,True,<*>::<*> - <*> = <*>
65,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,False,{IO80211AWDLPeerManager::setAwdlAutoMode} Resuming AWDL,<*>::setAwdlAutoMode Resuming AWDL,True,<*> Resuming AWDL
66,mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F),False,{mDNS_DeregisterInterface}: Frequent transitions for interface {interface_name} ({interface_address}),mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),True,<*>: Frequent transitions for interface <*> (<*>)
67,AppleCamIn::wakeEventHandlerThread,False,{component}::{function},AppleCamIn::wakeEventHandlerThread,True,<*>::<*>
68,AirPort: Link Up on en0,False,{previous_sleep_cause}: {sleep_cause_value},AirPort: Link Up on en0,True,<*>: <*>
69,Thermal pressure state: 1 Memory pressure state: 0,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},Thermal pressure state: <*> Memory pressure state: <*>,True,<*>: <*> <*>: <*>
70,"ARPT: 621686.164365: wl0: setup_keepalive: Local port: 62614, Remote port: 443",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",True,<*>: <*> <*>: <*>
71,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,False,{event_description} unexpected switch value {switch_value},<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,True,<*> unexpected switch value <*>
72,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,False,{nw_nat64_post_new_ifstate} successfully changed NAT64 ifstate from {ifstate_value_1} to {ifstate_value_2},<*> successfully changed NAT64 ifstate from <*> to <*>,True,<*> successfully changed NAT64 ifstate from <*> to <*>
73,ARPT: 621738.114066: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: <*>::platformWoWEnable: WWEN[enable],True,<*>: <*> <*>: <*>
74,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),False,{component} {event},-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>,True,<*> <*>
75,en0: channel changed to 1,False,{en0}: channel changed to {channel},en0: channel changed to <*>,True,<*>: channel changed to <*>
76,ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,True,<*>: <*> <*>: <*>
78,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10602 seconds. Ignoring.",False,{application_name}: {event_description}; {condition_description} {time_reference} {action}.,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",True,<*>: <*>; <*> <*> <*>.
79,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,False,{IO80211AWDLPeerManager::setAwdlOperatingMode} Setting the AWDL operation mode from {mode} to {mode},<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,True,<*> Setting the AWDL operation mode from <*> to <*>
80,Unrecognized attribute value: t:AbchPersonItemType,False,{button report}: {0x8002be0},Unrecognized attribute value: t:AbchPersonItemType,True,<*>: <*>
81,AppleCamIn::systemWakeCall - messageType = 0xE0000340,False,{component}::{function} - {parameter} = {value},AppleCamIn::systemWakeCall - messageType = <*>,True,<*>::<*> - <*> = <*>
82,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,<*>(<*>) <*> <*> <*>
83,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,<*>(<*>) <*> <*> <*>
84,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo=(NSDescription=Account identity not set)",False,"{SOSAccountThisDeviceCanSyncWithCircle} sync with device failure: Error Domain={error_domain} Code={error_code} ""{error_message}"" UserInfo=({user_info})","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo=(NSDescription=Account identity not set)",True,"<*> sync with device failure: Error Domain=<*> Code=<*> ""<*>"" UserInfo=(<*>)"
85,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",False,"{CFPasteboardRef} {CFPasteboardCreate(CFAllocatorRef, CFStringRef)} : failed to create global data","CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",True,<*> <*> : failed to create global data
86,Sandbox: com.apple.Addres(31346) deny(1) network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,True,<*>(<*>) <*> <*> <*>
87,com.apple.Addres(31376) deny network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},<*>(<*>) deny network-outbound <*>,True,<*>(<*>) <*> <*> <*>
88,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,False,{component}<{instance}>({memory_address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,<*><<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
89,10:46:47.425 : BTLE scanner Powered On,False,{time_stamp} : {device} {status},<*>:<*>:<*> : BTLE scanner Powered On,True,<*> : <*> <*>
90,button report: 0x8002be0,False,{button report}: {0x8002be0},button report: <*>,True,<*>: <*>
91,com.apple.Addres(31382) deny network-outbound /private/var/run/mDNSResponder,False,{process_name}({process_id}) {action} {network_direction} {file_path},<*>(<*>) deny network-outbound <*>,True,<*>(<*>) <*> <*> <*>
92,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,False,{time_stamp} : {device} {status},<*>:<*>:<*> : BTLE discovered device with hash <*> <*> <*>,True,<*> : <*> <*>
93,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo=(NSDescription=query missing class name)",False,{process_name}({process_id}) {action} {network_direction} {file_path},"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo=(NSDescription=query missing class name)",True,<*>(<*>) <*> <*> <*>
94,Location icon should now be in state 'Inactive',False,{Location icon} should now be in state '{state}',Location icon should now be in state 'Inactive',True,<*> should now be in state '<*>'
95,"ARPT: 626126.086205: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",True,<*>: <*> <*>: <*>
96,ARPT: 626126.086246: wl0: MDNS: IPV4 Addr: 10.105.160.95,False,{thermal_pressure_state}: {thermal_pressure_value} {memory_pressure_state}: {memory_pressure_value},ARPT: <*>: wl0: MDNS: IPV4 Addr: <*>,True,<*>: <*> <*>: <*>
97,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,False,{component}<{instance}>({memory_address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug},<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,True,<*><<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
98,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,False,{IO80211AWDLPeerManager::setAwdlOperatingMode} Setting the AWDL operation mode from {mode} to {mode},<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,True,<*> Setting the AWDL operation mode from <*> to <*>
99,en0::IO80211Interface::postMessage bssid changed,False,{en0::IO80211Interface::postMessage} bssid changed,<*>::<*>::postMessage bssid changed,True,<*> bssid changed
